Provider,Flavor,Category,CPU,RAM,Root volume,Extra volume number,Extra volume size,GPU,GPU model
Tencent Cloud,S6.MEDIUM8,General Purpose,2,8.0GB,0,0,0,0,
Tencent Cloud,S6.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,S6.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,S6.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,S6.2XLARGE24,General Purpose,8,24.0GB,0,0,0,0,
Tencent Cloud,S6.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
Tencent Cloud,SA1.SMALL1,General Purpose,1,1.0GB,0,0,0,0,
Tencent Cloud,SA1.SMALL2,General Purpose,1,2.0GB,0,0,0,0,
Tencent Cloud,SA1.SMALL4,General Purpose,1,4.0GB,0,0,0,0,
Tencent Cloud,SA1.MEDIUM2,General Purpose,2,2.0GB,0,0,0,0,
Tencent Cloud,SA1.MEDIUM4,General Purpose,2,4.0GB,0,0,0,0,
Tencent Cloud,SA1.MEDIUM8,General Purpose,2,8.0GB,0,0,0,0,
Tencent Cloud,SA1.LARGE4,General Purpose,4,4.0GB,0,0,0,0,
Tencent Cloud,SA1.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,SA1.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,SA1.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,SA1.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
Tencent Cloud,SA2.SMALL1,General Purpose,1,1.0GB,0,0,0,0,
Tencent Cloud,SA2.SMALL2,General Purpose,1,2.0GB,0,0,0,0,
Tencent Cloud,SA2.SMALL4,General Purpose,1,4.0GB,0,0,0,0,
Tencent Cloud,SA2.MEDIUM2,General Purpose,2,2.0GB,0,0,0,0,
Tencent Cloud,SA2.MEDIUM4,General Purpose,2,4.0GB,0,0,0,0,
Tencent Cloud,SA2.MEDIUM8,General Purpose,2,8.0GB,0,0,0,0,
Tencent Cloud,SA2.LARGE4,General Purpose,4,4.0GB,0,0,0,0,
Tencent Cloud,SA2.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,SA2.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,SA2.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,SA2.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
Tencent Cloud,SA3.MEDIUM2,General Purpose,2,2.0GB,0,0,0,0,
Tencent Cloud,SA3.MEDIUM4,General Purpose,2,4.0GB,0,0,0,0,
Tencent Cloud,SA3.MEDIUM8,General Purpose,2,8.0GB,0,0,0,0,
Tencent Cloud,SA3.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,SA3.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,SA3.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,SA3.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
Tencent Cloud,SN3ne.SMALL2,General Purpose,1,2.0GB,0,0,0,0,
Tencent Cloud,SN3ne.MEDIUM2,General Purpose,2,2.0GB,0,0,0,0,
Tencent Cloud,SN3ne.MEDIUM4,General Purpose,2,4.0GB,0,0,0,0,
Tencent Cloud,SN3ne.LARGE4,General Purpose,4,4.0GB,0,0,0,0,
Tencent Cloud,SN3ne.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,SN3ne.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,SN3ne.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,SN3ne.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
Tencent Cloud,SR1.SMALL1,General Purpose,1,1.0GB,0,0,0,0,
Tencent Cloud,SR1.SMALL2,General Purpose,1,2.0GB,0,0,0,0,
Tencent Cloud,SR1.MEDIUM2,General Purpose,2,2.0GB,0,0,0,0,
Tencent Cloud,SR1.MEDIUM4,General Purpose,2,4.0GB,0,0,0,0,
Tencent Cloud,SR1.MEDIUM8,General Purpose,2,8.0GB,0,0,0,0,
Tencent Cloud,SR1.LARGE8,General Purpose,4,8.0GB,0,0,0,0,
Tencent Cloud,SR1.LARGE16,General Purpose,4,16.0GB,0,0,0,0,
Tencent Cloud,SR1.2XLARGE16,General Purpose,8,16.0GB,0,0,0,0,
Tencent Cloud,SR1.2XLARGE32,General Purpose,8,32.0GB,0,0,0,0,
VEXXHOST,v3-standard-1,General Purpose,1,4.0GB,20,0,0,0,
VEXXHOST,v3-standard-2,General Purpose,2,8.0GB,40,0,0,0,
VEXXHOST,v3-standard-4,General Purpose,4,16.0GB,80,0,0,0,
VEXXHOST,v3-standard-6,General Purpose,6,24.0GB,120,0,0,0,
VEXXHOST,v3-standard-8,General Purpose,8,32.0GB,160,0,0,0,
VEXXHOST,v3-starter-1,General Purpose,1,2.0GB,10,0,0,0,
VEXXHOST,v3-starter-2,General Purpose,2,4.0GB,20,0,0,0,
VEXXHOST,v3-starter-4,General Purpose,4,8.0GB,40,0,0,0,
VEXXHOST,v3-starter-6,General Purpose,6,12.0GB,60,0,0,0,
VEXXHOST,v3-starter-8,General Purpose,8,16.0GB,80,0,0,0,
