Provider,Zone,Sub-region,Flavor,Slug,CPU,RAM(in GB),Hourly,Monthly,1-Year no up.,1-Year par. up.,1-Year par. fee,1-Year all up.,2-Year no up.,2-Year par. up.,2-Year par. fee,2-Year all up.,3-Year no up.,3-Year par. up.,3-Year par. fee,3-Year all up.,currency,rate
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-128,vm.standard.a1.flex.3-128,3,128.0,0.207,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-192,vm.standard.a1.flex.3-192,3,192.0,0.303,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-256,vm.standard.a1.flex.3-256,3,256.0,0.399,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-384,vm.standard.a1.flex.3-384,3,384.0,0.591,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-512,vm.standard.a1.flex.3-512,3,512.0,0.783,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-768,vm.standard.a1.flex.3-768,3,768.0,1.167,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.3-1024,vm.standard.a1.flex.3-1024,3,1.0,1.551,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-1,vm.standard.a1.flex.4-1,4,1.0,0.022,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-2,vm.standard.a1.flex.4-2,4,2.0,0.023,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-3,vm.standard.a1.flex.4-3,4,3.0,0.024,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-4,vm.standard.a1.flex.4-4,4,4.0,0.026,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-6,vm.standard.a1.flex.4-6,4,6.0,0.029,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-8,vm.standard.a1.flex.4-8,4,8.0,0.032,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-12,vm.standard.a1.flex.4-12,4,12.0,0.038,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-16,vm.standard.a1.flex.4-16,4,16.0,0.044,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-24,vm.standard.a1.flex.4-24,4,24.0,0.056,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-32,vm.standard.a1.flex.4-32,4,32.0,0.068,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-48,vm.standard.a1.flex.4-48,4,48.0,0.092,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-64,vm.standard.a1.flex.4-64,4,64.0,0.116,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-128,vm.standard.a1.flex.4-128,4,128.0,0.212,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-192,vm.standard.a1.flex.4-192,4,192.0,0.308,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-256,vm.standard.a1.flex.4-256,4,256.0,0.404,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-384,vm.standard.a1.flex.4-384,4,384.0,0.596,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-512,vm.standard.a1.flex.4-512,4,512.0,0.788,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-768,vm.standard.a1.flex.4-768,4,768.0,1.172,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.4-1024,vm.standard.a1.flex.4-1024,4,1.0,1.556,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-1,vm.standard.a1.flex.6-1,6,1.0,0.032,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-2,vm.standard.a1.flex.6-2,6,2.0,0.033,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-3,vm.standard.a1.flex.6-3,6,3.0,0.034,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-4,vm.standard.a1.flex.6-4,6,4.0,0.036,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-6,vm.standard.a1.flex.6-6,6,6.0,0.039,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-8,vm.standard.a1.flex.6-8,6,8.0,0.042,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-12,vm.standard.a1.flex.6-12,6,12.0,0.048,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-16,vm.standard.a1.flex.6-16,6,16.0,0.054,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-24,vm.standard.a1.flex.6-24,6,24.0,0.066,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-32,vm.standard.a1.flex.6-32,6,32.0,0.078,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-48,vm.standard.a1.flex.6-48,6,48.0,0.102,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-64,vm.standard.a1.flex.6-64,6,64.0,0.126,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-128,vm.standard.a1.flex.6-128,6,128.0,0.222,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-192,vm.standard.a1.flex.6-192,6,192.0,0.318,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-256,vm.standard.a1.flex.6-256,6,256.0,0.414,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-384,vm.standard.a1.flex.6-384,6,384.0,0.606,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-512,vm.standard.a1.flex.6-512,6,512.0,0.798,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-768,vm.standard.a1.flex.6-768,6,768.0,1.182,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.6-1024,vm.standard.a1.flex.6-1024,6,1.0,1.566,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-1,vm.standard.a1.flex.8-1,8,1.0,0.042,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-2,vm.standard.a1.flex.8-2,8,2.0,0.043,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-3,vm.standard.a1.flex.8-3,8,3.0,0.044,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-4,vm.standard.a1.flex.8-4,8,4.0,0.046,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-6,vm.standard.a1.flex.8-6,8,6.0,0.049,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-8,vm.standard.a1.flex.8-8,8,8.0,0.052,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-12,vm.standard.a1.flex.8-12,8,12.0,0.058,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-16,vm.standard.a1.flex.8-16,8,16.0,0.064,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-24,vm.standard.a1.flex.8-24,8,24.0,0.076,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-32,vm.standard.a1.flex.8-32,8,32.0,0.088,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-48,vm.standard.a1.flex.8-48,8,48.0,0.112,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-64,vm.standard.a1.flex.8-64,8,64.0,0.136,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-128,vm.standard.a1.flex.8-128,8,128.0,0.232,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-192,vm.standard.a1.flex.8-192,8,192.0,0.328,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-256,vm.standard.a1.flex.8-256,8,256.0,0.424,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-384,vm.standard.a1.flex.8-384,8,384.0,0.616,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-512,vm.standard.a1.flex.8-512,8,512.0,0.808,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-768,vm.standard.a1.flex.8-768,8,768.0,1.192,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.A1.Flex.8-1024,vm.standard.a1.flex.8-1024,8,1.0,1.576,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E2.1,vmstandarde21,2,7.8,0.03,21.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E2.2,vmstandarde22,4,15.6,0.06,42.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E2.4,vmstandarde24,8,31.2,0.12,84.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-1,vm.standard.e3.flex.1-1,2,1.0,0.027,19.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-2,vm.standard.e3.1-2,2,2.0,0.028,20.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-3,vm.standard.e3.1-3,2,3.0,0.03,21.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-4,vm.standard.e3.1-4,2,4.0,0.031,22.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-6,vm.standard.e3.1-6,2,6.0,0.034,24.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-8,vm.standard.e3.1-8,2,8.0,0.037,26.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-12,vm.standard.e3.1-12,2,12.0,0.043,30.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-16,vm.standard.e3.1-16,2,16.0,0.049,34.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-24,vm.standard.e3.1-24,2,24.0,0.061,42.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-32,vm.standard.e3.1-32,2,32.0,0.073,50.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-48,vm.standard.e3.1-48,2,48.0,0.097,66.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-64,vm.standard.e3.1-64,2,64.0,0.121,82.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-128,vm.standard.e3.flex.1-128,2,128.0,0.217,146.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-192,vm.standard.e3.flex.1-192,2,192.0,0.313,210.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-256,vm.standard.e3.flex.1-256,2,256.0,0.409,274.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-384,vm.standard.e3.flex.1-384,2,384.0,0.601,402.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-512,vm.standard.e3.flex.1-512,2,512.0,0.793,530.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-768,vm.standard.e3.flex.1-768,2,768.0,1.177,786.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.1-1024,vm.standard.e3.flex.1-1024,2,1.0,1.561,1042.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-1,vm.standard.e3.flex.2-1,4,1.0,0.052,37.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-2,vm.standard.e3.flex.2-2,4,2.0,0.053,38.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-3,vm.standard.e3.flex.2-3,4,3.0,0.055,39.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-4,vm.standard.e3.2-4,4,4.0,0.056,40.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-6,vm.standard.e3.2-6,4,6.0,0.059,42.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-8,vm.standard.e3.2-8,4,8.0,0.062,44.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-12,vm.standard.e3.2-12,4,12.0,0.068,48.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-16,vm.standard.e3.2-16,4,16.0,0.074,52.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-24,vm.standard.e3.2-24,4,24.0,0.086,60.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-32,vm.standard.e3.2-32,4,32.0,0.098,68.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-48,vm.standard.e3.2-48,4,48.0,0.122,84.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-64,vm.standard.e3.2-64,4,64.0,0.146,100.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-128,vm.standard.e3.2-128,4,128.0,0.242,164.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-192,vm.standard.e3.flex.2-192,4,192.0,0.338,228.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-256,vm.standard.e3.flex.2-256,4,256.0,0.434,292.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-384,vm.standard.e3.flex.2-384,4,384.0,0.626,420.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-512,vm.standard.e3.flex.2-512,4,512.0,0.818,548.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-768,vm.standard.e3.flex.2-768,4,768.0,1.202,804.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.2-1024,vm.standard.e3.flex.2-1024,4,1.0,1.586,1060.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-1,vm.standard.e3.flex.3-1,6,1.0,0.077,55.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-2,vm.standard.e3.flex.3-2,6,2.0,0.078,56.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-3,vm.standard.e3.flex.3-3,6,3.0,0.08,57.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-4,vm.standard.e3.flex.3-4,6,4.0,0.081,58.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-6,vm.standard.e3.3-6,6,6.0,0.084,60.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-8,vm.standard.e3.3-8,6,8.0,0.087,62.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-12,vm.standard.e3.3-12,6,12.0,0.093,66.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-16,vm.standard.e3.3-16,6,16.0,0.099,70.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-24,vm.standard.e3.3-24,6,24.0,0.111,78.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-32,vm.standard.e3.3-32,6,32.0,0.123,86.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-48,vm.standard.e3.3-48,6,48.0,0.147,102.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-64,vm.standard.e3.3-64,6,64.0,0.171,118.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-128,vm.standard.e3.3-128,6,128.0,0.267,182.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-192,vm.standard.e3.3-192,6,192.0,0.363,246.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-256,vm.standard.e3.flex.3-256,6,256.0,0.459,310.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-384,vm.standard.e3.flex.3-384,6,384.0,0.651,438.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-512,vm.standard.e3.flex.3-512,6,512.0,0.843,566.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-768,vm.standard.e3.flex.3-768,6,768.0,1.227,822.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.3-1024,vm.standard.e3.flex.3-1024,6,1.0,1.611,1078.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-1,vm.standard.e3.flex.4-1,8,1.0,0.102,73.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-2,vm.standard.e3.flex.4-2,8,2.0,0.103,74.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-3,vm.standard.e3.flex.4-3,8,3.0,0.105,75.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-4,vm.standard.e3.flex.4-4,8,4.0,0.106,76.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-6,vm.standard.e3.flex.4-6,8,6.0,0.109,78.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-8,vm.standard.e3.4-8,8,8.0,0.112,80.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-12,vm.standard.e3.4-12,8,12.0,0.118,84.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-16,vm.standard.e3.4-16,8,16.0,0.124,88.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-24,vm.standard.e3.4-24,8,24.0,0.136,96.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-32,vm.standard.e3.4-32,8,32.0,0.148,104.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-48,vm.standard.e3.4-48,8,48.0,0.172,120.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-64,vm.standard.e3.4-64,8,64.0,0.196,136.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-128,vm.standard.e3.4-128,8,128.0,0.292,200.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-192,vm.standard.e3.4-192,8,192.0,0.388,264.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-256,vm.standard.e3.4-256,8,256.0,0.484,328.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-384,vm.standard.e3.flex.4-384,8,384.0,0.676,456.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-512,vm.standard.e3.flex.4-512,8,512.0,0.868,584.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-768,vm.standard.e3.flex.4-768,8,768.0,1.252,840.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E3.Flex.4-1024,vm.standard.e3.flex.4-1024,8,1.0,1.636,1096.0,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-1,vm.standard.e4.flex.1-1,2,1.0,0.027,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-2,vm.standard.e4.flex.1-2,2,2.0,0.028,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-3,vm.standard.e4.flex.1-3,2,3.0,0.03,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-4,vm.standard.e4.flex.1-4,2,4.0,0.031,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-6,vm.standard.e4.flex.1-6,2,6.0,0.034,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-8,vm.standard.e4.flex.1-8,2,8.0,0.037,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-12,vm.standard.e4.flex.1-12,2,12.0,0.043,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-16,vm.standard.e4.flex.1-16,2,16.0,0.049,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-24,vm.standard.e4.flex.1-24,2,24.0,0.061,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-32,vm.standard.e4.flex.1-32,2,32.0,0.073,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-48,vm.standard.e4.flex.1-48,2,48.0,0.097,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-64,vm.standard.e4.flex.1-64,2,64.0,0.121,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-128,vm.standard.e4.flex.1-128,2,128.0,0.217,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-192,vm.standard.e4.flex.1-192,2,192.0,0.313,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-256,vm.standard.e4.flex.1-256,2,256.0,0.409,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-384,vm.standard.e4.flex.1-384,2,384.0,0.601,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-512,vm.standard.e4.flex.1-512,2,512.0,0.793,,,,,,,,,,,,,,USD,1.0
Oracle Cloud,uk-london-1,eu-west,VM.Standard.E4.Flex.1-768,vm.standard.e4.flex.1-768,2,768.0,1.177,,,,,,,,,,,,,,USD,1.0
