Provider,Zone,Sub-region,Flavor,Slug,CPU,RAM(in GB),Hourly,Monthly,1-Year no up.,1-Year par. up.,1-Year par. fee,1-Year all up.,2-Year no up.,2-Year par. up.,2-Year par. fee,2-Year all up.,3-Year no up.,3-Year par. up.,3-Year par. fee,3-Year all up.,currency,rate
Amazon Web Services,EU (Milan),eu-west,t3a.micro,t3a.micro,2,1.0,0.011,,0.007,0.003,28.0,56.0,,,,,0.005,0.002,57.0,107.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t3a.small,t3a.small,2,2.0,0.022,,0.014,0.006,57.0,111.0,,,,,0.009,0.004,113.0,213.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t3a.medium,t3a.medium,2,4.0,0.043,,0.027,0.013,113.0,222.0,,,,,0.019,0.009,227.0,426.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t3a.large,t3a.large,2,8.0,0.086,,0.054,0.026,227.0,444.0,,,,,0.037,0.017,453.0,852.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t3a.xlarge,t3a.xlarge,4,16.0,0.172,,0.109,0.052,453.0,888.0,,,,,0.074,0.034,907.0,1704.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t3a.2xlarge,t3a.2xlarge,8,32.0,0.345,,0.217,0.104,907.0,1777.0,,,,,0.149,0.069,1813.0,3409.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.nano,t4g.nano,2,512.0,0.005,,0.003,0.001,13.0,25.0,,,,,0.002,0.001,25.0,47.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.micro,t4g.micro,2,1.0,0.01,,0.006,0.003,25.0,49.0,,,,,0.004,0.002,50.0,95.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.small,t4g.small,2,2.0,0.019,,0.012,0.006,50.0,99.0,,,,,0.008,0.004,101.0,190.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.medium,t4g.medium,2,4.0,0.038,,0.024,0.012,101.0,198.0,,,,,0.017,0.008,202.0,379.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.large,t4g.large,2,8.0,0.077,,0.048,0.023,202.0,396.0,,,,,0.033,0.015,403.0,758.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.xlarge,t4g.xlarge,4,16.0,0.154,,0.097,0.046,404.0,791.0,,,,,0.066,0.031,807.0,1516.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,t4g.2xlarge,t4g.2xlarge,8,32.0,0.307,,0.194,0.092,807.0,1582.0,,,,,0.133,0.061,1613.0,3032.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5.large,c5.large,2,4.0,0.101,,0.064,0.03,265.0,520.0,,,,,0.044,0.02,531.0,998.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5.xlarge,c5.xlarge,4,8.0,0.202,,0.127,0.061,531.0,1040.0,,,,,0.087,0.04,1062.0,1996.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5.2xlarge,c5.2xlarge,8,16.0,0.404,,0.255,0.121,1062.0,2081.0,,,,,0.175,0.081,2123.0,3992.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5a.large,c5a.large,2,4.0,0.091,,0.057,0.027,239.0,469.0,,,,,0.039,0.018,478.0,899.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5a.xlarge,c5a.xlarge,4,8.0,0.182,,0.115,0.055,478.0,937.0,,,,,0.079,0.036,957.0,1798.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5a.2xlarge,c5a.2xlarge,8,16.0,0.364,,0.229,0.109,957.0,1875.0,,,,,0.157,0.073,1913.0,3597.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5n.large,c5n.large,2,5.2,0.129,,0.081,0.039,338.0,663.0,,,,,0.054,0.025,653.0,1228.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5n.xlarge,c5n.xlarge,4,10.5,0.258,,0.162,0.077,677.0,1327.0,,,,,0.107,0.05,1306.0,2455.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5n.2xlarge,c5n.2xlarge,8,21.0,0.516,,0.325,0.155,1354.0,2653.0,,,,,0.215,0.099,2612.0,4910.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5ad.large,c5ad.large,2,4.0,0.103,,0.065,0.031,271.0,531.0,,,,,0.044,0.021,541.0,1018.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5ad.xlarge,c5ad.xlarge,4,8.0,0.206,,0.13,0.062,541.0,1061.0,,,,,0.089,0.041,1083.0,2036.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5ad.2xlarge,c5ad.2xlarge,8,16.0,0.412,,0.26,0.124,1083.0,2122.0,,,,,0.178,0.082,2165.0,4071.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5d.large,c5d.large,2,4.0,0.114,,0.072,0.034,300.0,587.0,,,,,0.049,0.023,599.0,1126.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5d.xlarge,c5d.xlarge,4,8.0,0.228,,0.144,0.068,599.0,1174.0,,,,,0.098,0.046,1198.0,2253.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c5d.2xlarge,c5d.2xlarge,8,16.0,0.456,,0.287,0.137,1198.0,2349.0,,,,,0.197,0.091,2397.0,4506.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6g.medium,c6g.medium,1,2.0,0.04,,0.025,0.012,106.0,208.0,,,,,0.017,0.008,211.0,397.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6g.large,c6g.large,2,4.0,0.081,,0.051,0.024,212.0,416.0,,,,,0.035,0.016,423.0,794.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6g.xlarge,c6g.xlarge,4,8.0,0.162,,0.102,0.048,424.0,831.0,,,,,0.07,0.032,845.0,1589.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6g.2xlarge,c6g.2xlarge,8,16.0,0.323,,0.203,0.097,848.0,1662.0,,,,,0.139,0.064,1690.0,3178.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6gn.medium,c6gn.medium,1,2.0,0.052,,0.033,0.016,136.0,266.0,,,,,0.022,0.01,270.0,507.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6gn.large,c6gn.large,2,4.0,0.103,,0.065,0.031,272.0,533.0,,,,,0.044,0.021,539.0,1013.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6gn.xlarge,c6gn.xlarge,4,8.0,0.206,,0.13,0.062,543.0,1065.0,,,,,0.089,0.041,1078.0,2027.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6gn.2xlarge,c6gn.2xlarge,8,16.0,0.413,,0.261,0.124,1087.0,2130.0,,,,,0.177,0.082,2156.0,4053.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6i.large,c6i.large,2,4.0,0.101,,0.067,0.032,279.0,546.0,,,,,0.046,0.021,557.0,1048.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6i.xlarge,c6i.xlarge,4,8.0,0.202,,0.134,0.064,557.0,1093.0,,,,,0.092,0.042,1115.0,2096.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,c6i.2xlarge,c6i.2xlarge,8,16.0,0.404,,0.267,0.127,1115.0,2185.0,,,,,0.183,0.085,2230.0,4192.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5a.large,r5a.large,2,16.0,0.133,,0.084,0.04,350.0,685.0,,,,,0.057,0.027,699.0,1314.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5a.xlarge,r5a.xlarge,4,32.0,0.266,,0.168,0.08,699.0,1370.0,,,,,0.115,0.053,1398.0,2628.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5a.2xlarge,r5a.2xlarge,8,64.0,0.532,,0.335,0.16,1398.0,2740.0,,,,,0.23,0.106,2796.0,5257.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5n.large,r5n.large,2,16.0,0.175,,0.11,0.053,460.0,902.0,,,,,0.071,0.033,862.0,1621.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5n.xlarge,r5n.xlarge,4,32.0,0.35,,0.221,0.105,920.0,1803.0,,,,,0.142,0.066,1725.0,3243.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5n.2xlarge,r5n.2xlarge,8,64.0,0.7,,0.441,0.21,1840.0,3606.0,,,,,0.284,0.131,3450.0,6485.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6g.medium,m6g.medium,1,4.0,0.045,,0.028,0.013,117.0,230.0,,,,,0.019,0.009,236.0,444.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6g.large,m6g.large,2,8.0,0.09,,0.056,0.027,235.0,460.0,,,,,0.039,0.018,472.0,887.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6g.xlarge,m6g.xlarge,4,16.0,0.179,,0.113,0.054,470.0,920.0,,,,,0.078,0.036,944.0,1775.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6g.2xlarge,m6g.2xlarge,8,32.0,0.358,,0.225,0.107,939.0,1841.0,,,,,0.155,0.072,1888.0,3549.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6i.large,m6i.large,2,8.0,0.112,,0.074,0.035,309.0,606.0,,,,,0.051,0.024,618.0,1162.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6i.xlarge,m6i.xlarge,4,16.0,0.224,,0.148,0.071,618.0,1211.0,,,,,0.102,0.047,1236.0,2324.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,m6i.2xlarge,m6i.2xlarge,8,32.0,0.448,,0.296,0.141,1236.0,2423.0,,,,,0.203,0.094,2472.0,4648.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3.large,i3.large,2,15.2,0.181,,0.124,0.059,516.0,1012.0,,,,,0.089,0.041,1079.0,2028.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3.xlarge,i3.xlarge,4,30.5,0.362,,0.248,0.118,1032.0,2024.0,,,,,0.177,0.082,2157.0,4055.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3.2xlarge,i3.2xlarge,8,61.0,0.724,,0.495,0.236,2065.0,4047.0,,,,,0.355,0.164,4314.0,8111.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3en.large,i3en.large,2,16.0,0.262,,0.18,0.086,751.0,1471.0,,,,,0.115,0.053,1401.0,2633.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3en.xlarge,i3en.xlarge,4,32.0,0.524,,0.36,0.171,1501.0,2942.0,,,,,0.23,0.107,2801.0,5267.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,i3en.2xlarge,i3en.2xlarge,8,64.0,1.049,,0.72,0.343,3002.0,5884.0,,,,,0.461,0.213,5603.0,10533.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,inf1.xlarge,inf1.xlarge,4,8.0,0.267,,0.182,0.087,761.0,1491.0,,,,,0.128,0.059,1563.0,2938.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,inf1.2xlarge,inf1.2xlarge,8,16.0,0.424,,0.289,0.138,1207.0,2366.0,,,,,0.204,0.094,2479.0,4661.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5.large,r5.large,2,16.0,0.148,,0.093,0.044,389.0,762.0,,,,,0.064,0.03,778.0,1462.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5.xlarge,r5.xlarge,4,32.0,0.296,,0.186,0.089,778.0,1525.0,,,,,0.128,0.059,1556.0,2925.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5.2xlarge,r5.2xlarge,8,64.0,0.592,,0.373,0.178,1556.0,3049.0,,,,,0.256,0.118,3112.0,5850.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5d.large,r5d.large,2,16.0,0.168,,0.106,0.05,442.0,865.0,,,,,0.073,0.034,883.0,1660.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5d.xlarge,r5d.xlarge,4,32.0,0.336,,0.212,0.101,883.0,1731.0,,,,,0.145,0.067,1766.0,3320.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5d.2xlarge,r5d.2xlarge,8,64.0,0.672,,0.423,0.202,1766.0,3461.0,,,,,0.29,0.134,3532.0,6640.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5dn.large,r5dn.large,2,16.0,0.196,,0.123,0.059,515.0,1010.0,,,,,0.082,0.038,994.0,1869.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5dn.xlarge,r5dn.xlarge,4,32.0,0.392,,0.247,0.118,1030.0,2019.0,,,,,0.163,0.076,1988.0,3738.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r5dn.2xlarge,r5dn.2xlarge,8,64.0,0.784,,0.494,0.235,2060.0,4038.0,,,,,0.327,0.151,3976.0,7476.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6g.medium,r6g.medium,1,8.0,0.059,,0.037,0.018,156.0,305.0,,,,,0.026,0.012,310.0,583.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6g.large,r6g.large,2,16.0,0.118,,0.075,0.036,312.0,611.0,,,,,0.051,0.024,620.0,1166.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6g.xlarge,r6g.xlarge,4,32.0,0.237,,0.149,0.071,623.0,1221.0,,,,,0.102,0.047,1240.0,2332.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6g.2xlarge,r6g.2xlarge,8,64.0,0.474,,0.299,0.142,1246.0,2442.0,,,,,0.204,0.094,2481.0,4664.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6i.large,r6i.large,2,16.0,0.148,,0.093,0.044,389.0,762.0,,,,,0.064,0.03,778.0,1462.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6i.xlarge,r6i.xlarge,4,32.0,0.296,,0.186,0.089,778.0,1525.0,,,,,0.128,0.059,1556.0,2925.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,r6i.2xlarge,r6i.2xlarge,8,64.0,0.592,,0.373,0.178,1556.0,3049.0,,,,,0.256,0.118,3112.0,5850.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,x2iedn.xlarge,x2iedn.xlarge,4,128.0,1.05,,0.646,0.308,2695.0,5282.0,,,,,0.337,0.156,4098.0,7704.0,USD,1.0
Amazon Web Services,EU (Milan),eu-west,x2iedn.2xlarge,x2iedn.2xlarge,8,256.0,2.1,,1.292,0.615,5390.0,10565.0,,,,,0.674,0.312,8196.0,15408.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.nano,t3.nano,2,512.0,0.006,,0.004,0.002,16.0,30.0,,,,,0.002,0.001,31.0,58.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.micro,t3.micro,2,1.0,0.012,,0.007,0.004,31.0,61.0,,,,,0.005,0.002,62.0,117.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.small,t3.small,2,2.0,0.024,,0.015,0.007,62.0,122.0,,,,,0.01,0.005,124.0,233.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.medium,t3.medium,2,4.0,0.047,,0.03,0.014,124.0,243.0,,,,,0.02,0.009,248.0,466.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.large,t3.large,2,8.0,0.094,,0.06,0.028,248.0,486.0,,,,,0.041,0.019,496.0,933.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.xlarge,t3.xlarge,4,16.0,0.189,,0.119,0.057,496.0,972.0,,,,,0.082,0.038,992.0,1866.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3.2xlarge,t3.2xlarge,8,32.0,0.378,,0.238,0.113,992.0,1945.0,,,,,0.163,0.076,1985.0,3731.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.nano,t3a.nano,2,512.0,0.005,,0.003,0.002,14.0,27.0,,,,,0.002,0.001,28.0,52.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.micro,t3a.micro,2,1.0,0.011,,0.007,0.003,28.0,55.0,,,,,0.005,0.002,56.0,105.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.small,t3a.small,2,2.0,0.021,,0.013,0.006,56.0,109.0,,,,,0.009,0.004,112.0,210.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.medium,t3a.medium,2,4.0,0.042,,0.027,0.013,112.0,219.0,,,,,0.018,0.008,223.0,420.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.large,t3a.large,2,8.0,0.085,,0.054,0.026,223.0,438.0,,,,,0.037,0.017,447.0,840.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.xlarge,t3a.xlarge,4,16.0,0.17,,0.107,0.051,447.0,875.0,,,,,0.073,0.034,893.0,1679.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t3a.2xlarge,t3a.2xlarge,8,32.0,0.34,,0.214,0.102,893.0,1750.0,,,,,0.147,0.068,1786.0,3358.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.nano,t4g.nano,2,512.0,0.005,,0.003,0.001,12.0,24.0,,,,,0.002,0.001,25.0,46.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.micro,t4g.micro,2,1.0,0.009,,0.006,0.003,25.0,48.0,,,,,0.004,0.002,49.0,93.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.small,t4g.small,2,2.0,0.019,,0.012,0.006,49.0,97.0,,,,,0.008,0.004,99.0,185.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.medium,t4g.medium,2,4.0,0.038,,0.024,0.011,99.0,194.0,,,,,0.016,0.008,197.0,371.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.large,t4g.large,2,8.0,0.075,,0.047,0.023,198.0,388.0,,,,,0.032,0.015,394.0,741.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.xlarge,t4g.xlarge,4,16.0,0.15,,0.095,0.045,396.0,776.0,,,,,0.065,0.03,789.0,1483.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,t4g.2xlarge,t4g.2xlarge,8,32.0,0.301,,0.19,0.09,792.0,1551.0,,,,,0.13,0.06,1577.0,2966.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5.large,c5.large,2,4.0,0.101,,0.064,0.03,265.0,520.0,,,,,0.044,0.02,531.0,998.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5.xlarge,c5.xlarge,4,8.0,0.202,,0.127,0.061,531.0,1040.0,,,,,0.087,0.04,1062.0,1996.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5.2xlarge,c5.2xlarge,8,16.0,0.404,,0.255,0.121,1062.0,2081.0,,,,,0.175,0.081,2123.0,3992.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5a.large,c5a.large,2,4.0,0.091,,0.057,0.027,239.0,469.0,,,,,0.039,0.018,478.0,899.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5a.xlarge,c5a.xlarge,4,8.0,0.182,,0.115,0.055,478.0,937.0,,,,,0.079,0.036,957.0,1798.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5a.2xlarge,c5a.2xlarge,8,16.0,0.364,,0.229,0.109,957.0,1875.0,,,,,0.157,0.073,1913.0,3597.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5n.large,c5n.large,2,5.2,0.128,,0.081,0.038,336.0,659.0,,,,,0.054,0.025,652.0,1225.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5n.xlarge,c5n.xlarge,4,10.5,0.256,,0.161,0.077,673.0,1319.0,,,,,0.107,0.05,1303.0,2450.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5n.2xlarge,c5n.2xlarge,8,21.0,0.512,,0.323,0.154,1346.0,2637.0,,,,,0.214,0.099,2606.0,4900.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5d.large,c5d.large,2,4.0,0.115,,0.072,0.035,302.0,592.0,,,,,0.05,0.023,604.0,1136.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5d.xlarge,c5d.xlarge,4,8.0,0.23,,0.145,0.069,604.0,1185.0,,,,,0.099,0.046,1209.0,2273.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c5d.2xlarge,c5d.2xlarge,8,16.0,0.46,,0.29,0.138,1209.0,2369.0,,,,,0.199,0.092,2418.0,4545.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6g.medium,c6g.medium,1,2.0,0.04,,0.025,0.012,105.0,206.0,,,,,0.017,0.008,210.0,395.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6g.large,c6g.large,2,4.0,0.081,,0.05,0.024,210.0,412.0,,,,,0.035,0.016,420.0,790.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6g.xlarge,c6g.xlarge,4,8.0,0.162,,0.101,0.048,420.0,824.0,,,,,0.069,0.032,841.0,1581.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6g.2xlarge,c6g.2xlarge,8,16.0,0.324,,0.202,0.096,841.0,1648.0,,,,,0.138,0.064,1682.0,3162.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6gn.medium,c6gn.medium,1,2.0,0.051,,0.032,0.015,135.0,264.0,,,,,0.026,0.012,312.0,587.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6gn.large,c6gn.large,2,4.0,0.102,,0.065,0.031,269.0,528.0,,,,,0.051,0.024,624.0,1173.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6gn.xlarge,c6gn.xlarge,4,8.0,0.205,,0.129,0.062,539.0,1056.0,,,,,0.103,0.048,1248.0,2347.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6gn.2xlarge,c6gn.2xlarge,8,16.0,0.41,,0.258,0.123,1077.0,2112.0,,,,,0.205,0.095,2497.0,4694.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6i.large,c6i.large,2,4.0,0.101,,0.067,0.032,278.0,545.0,,,,,0.046,0.021,558.0,1050.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6i.xlarge,c6i.xlarge,4,8.0,0.202,,0.133,0.064,556.0,1090.0,,,,,0.092,0.042,1117.0,2100.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,c6i.2xlarge,c6i.2xlarge,8,16.0,0.404,,0.267,0.127,1113.0,2181.0,,,,,0.184,0.085,2234.0,4200.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5a.large,r5a.large,2,16.0,0.133,,0.084,0.04,350.0,685.0,,,,,0.057,0.027,699.0,1314.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5a.xlarge,r5a.xlarge,4,32.0,0.266,,0.168,0.08,699.0,1370.0,,,,,0.115,0.053,1398.0,2628.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5a.2xlarge,r5a.2xlarge,8,64.0,0.532,,0.335,0.16,1398.0,2740.0,,,,,0.23,0.106,2796.0,5257.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5n.large,r5n.large,2,16.0,0.175,,0.111,0.053,462.0,906.0,,,,,0.074,0.034,900.0,1692.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5n.xlarge,r5n.xlarge,4,32.0,0.35,,0.222,0.106,924.0,1812.0,,,,,0.148,0.068,1800.0,3384.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,r5n.2xlarge,r5n.2xlarge,8,64.0,0.7,,0.443,0.211,1848.0,3623.0,,,,,0.296,0.137,3600.0,6768.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6g.medium,m6g.medium,1,4.0,0.045,,0.028,0.014,118.0,232.0,,,,,0.019,0.009,237.0,445.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6g.large,m6g.large,2,8.0,0.09,,0.057,0.027,237.0,464.0,,,,,0.039,0.018,473.0,889.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6g.xlarge,m6g.xlarge,4,16.0,0.18,,0.113,0.054,473.0,927.0,,,,,0.078,0.036,946.0,1779.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6g.2xlarge,m6g.2xlarge,8,32.0,0.36,,0.227,0.108,946.0,1854.0,,,,,0.156,0.072,1892.0,3557.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6i.large,m6i.large,2,8.0,0.112,,0.074,0.035,308.0,604.0,,,,,0.051,0.024,621.0,1167.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6i.xlarge,m6i.xlarge,4,16.0,0.224,,0.148,0.07,616.0,1208.0,,,,,0.102,0.047,1242.0,2334.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,m6i.2xlarge,m6i.2xlarge,8,32.0,0.448,,0.295,0.141,1233.0,2416.0,,,,,0.204,0.094,2483.0,4669.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3.large,i3.large,2,15.2,0.181,,0.124,0.059,516.0,1012.0,,,,,0.088,0.041,1065.0,2002.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3.xlarge,i3.xlarge,4,30.5,0.362,,0.248,0.118,1032.0,2024.0,,,,,0.175,0.081,2129.0,4003.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3.2xlarge,i3.2xlarge,8,61.0,0.724,,0.495,0.236,2065.0,4047.0,,,,,0.35,0.162,4259.0,8007.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i4i.large,i4i.large,2,16.0,0.199,,0.13,0.062,542.0,1063.0,,,,,0.092,0.043,1118.0,2101.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i4i.xlarge,i4i.xlarge,4,32.0,0.398,,0.26,0.124,1084.0,2126.0,,,,,0.184,0.085,2235.0,4202.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i4i.2xlarge,i4i.2xlarge,8,64.0,0.796,,0.52,0.248,2169.0,4251.0,,,,,0.367,0.17,4470.0,8404.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3en.large,i3en.large,2,16.0,0.263,,0.18,0.086,750.0,1471.0,,,,,0.114,0.053,1387.0,2607.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3en.xlarge,i3en.xlarge,4,32.0,0.526,,0.36,0.171,1501.0,2942.0,,,,,0.228,0.106,2773.0,5214.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,i3en.2xlarge,i3en.2xlarge,8,64.0,1.052,,0.72,0.343,3002.0,5883.0,,,,,0.456,0.211,5547.0,10428.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,inf1.xlarge,inf1.xlarge,4,8.0,0.267,,0.168,0.08,701.0,1373.0,,,,,0.128,0.059,1559.0,2931.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,inf1.2xlarge,inf1.2xlarge,8,16.0,0.423,,0.266,0.127,1112.0,2179.0,,,,,0.203,0.094,2473.0,4650.0,USD,1.0
Amazon Web Services,EU (Paris),eu-west,Linux Nano 2.0,nano_2_0,1,512.0,0.005,3.5,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Paris),eu-west,Linux Micro 2.0,micro_2_0,1,1.0,0.007,5.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Paris),eu-west,Linux Small 2.0,small_2_0,1,2.0,0.013,10.0,,,,,,,,,,,,,USD,1.0
